sex;salary-class;race;workclass;marital-status;occupation;education
Male;<=50K;White;Private;Never-married;Sales;Some-college
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Doctorate
Female;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Male;<=50K;White;Self-emp-inc;Never-married;Exec-managerial;Some-college
Male;>50K;Black;Self-emp-not-inc;Never-married;Exec-managerial;Bachelors
Male;>50K;White;Private;Divorced;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;9th
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;HS-grad
Female;<=50K;White;Local-gov;Never-married;Adm-clerical;Some-college
Female;>50K;White;Private;Never-married;Tech-support;Bachelors
Female;<=50K;White;Federal-gov;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad
Male;>50K;Asian-Pac-Islander;Federal-gov;Married-civ-spouse;Prof-specialty;Prof-school
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Never-married;Transport-moving;Some-college
Female;<=50K;White;Private;Divorced;Sales;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;>50K;White;Private;Divorced;Other-service;Bachelors
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;HS-grad
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college
Female;<=50K;Black;State-gov;Never-married;Other-service;HS-grad
Male;<=50K;Asian-Pac-Islander;State-gov;Married-civ-spouse;Prof-specialty;Masters
Female;<=50K;White;Self-emp-not-inc;Widowed;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;>50K;White;Self-emp-not-inc;Divorced;Craft-repair;HS-grad
Female;<=50K;White;Private;Widowed;Other-service;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;Masters
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;Black;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Private;Widowed;Exec-managerial;HS-grad
Female;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Other-service;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Widowed;Exec-managerial;HS-grad
Male;<=50K;White;Private;Never-married;Craft-repair;11th
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors
Male;<=50K;White;Private;Never-married;Craft-repair;7th-8th
Female;>50K;Black;Local-gov;Divorced;Prof-specialty;Masters
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Local-gov;Divorced;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Male;<=50K;White;Private;Divorced;Sales;HS-grad
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Female;<=50K;Other;Private;Married-civ-spouse;Craft-repair;10th
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;9th
Female;<=50K;White;Private;Never-married;Other-service;12th
Male;<=50K;White;State-gov;Divorced;Adm-clerical;Some-college
Female;<=50K;Black;Private;Divorced;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Widowed;Priv-house-serv;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Assoc-voc
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;Black;Private;Never-married;Transport-moving;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Other-service;1st-4th
Female;<=50K;White;Private;Divorced;Sales;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;White;Self-emp-inc;Separated;Exec-managerial;Masters
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm
Male;<=50K;White;Private;Never-married;Farming-fishing;HS-grad
Female;<=50K;Black;State-gov;Married-civ-spouse;Protective-serv;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Priv-house-serv;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;<=50K;Amer-Indian-Eskimo;Private;Divorced;Sales;HS-grad
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Masters
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;Black;Private;Separated;Adm-clerical;11th
Female;<=50K;White;Private;Never-married;Sales;11th
Male;<=50K;White;Private;Never-married;Priv-house-serv;Bachelors
Female;<=50K;White;Private;Separated;Prof-specialty;Assoc-voc
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Sales;11th
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;>50K;Amer-Indian-Eskimo;Private;Divorced;Sales;HS-grad
Female;<=50K;White;Private;Married-spouse-absent;Adm-clerical;Some-college
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Some-college
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;>50K;White;Local-gov;Widowed;Handlers-cleaners;9th
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Doctorate
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-spouse-absent;Prof-specialty;7th-8th
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Federal-gov;Separated;Handlers-cleaners;HS-grad
Male;<=50K;Black;Private;Never-married;Other-service;Assoc-voc
Male;<=50K;White;Federal-gov;Married-civ-spouse;Other-service;Some-college
Male;<=50K;White;Self-emp-inc;Never-married;Prof-specialty;Doctorate
Female;<=50K;White;Private;Widowed;Adm-clerical;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;11th
Female;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Some-college
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Assoc-acdm
Female;>50K;White;Private;Widowed;Sales;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school
Female;<=50K;Black;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college
Female;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Divorced;Handlers-cleaners;7th-8th
Female;<=50K;White;Private;Separated;Machine-op-inspct;12th
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;10th
Male;<=50K;Black;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;Black;Private;Divorced;Farming-fishing;9th
Male;<=50K;White;Private;Divorced;Sales;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;7th-8th
Female;<=50K;Black;Private;Divorced;Exec-managerial;Assoc-acdm
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Female;<=50K;Black;Private;Divorced;Prof-specialty;HS-grad
Female;<=50K;Black;Federal-gov;Divorced;Exec-managerial;Assoc-voc
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;<=50K;Asian-Pac-Islander;State-gov;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;Other;State-gov;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Female;<=50K;White;Private;Divorced;Other-service;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;10th
Male;<=50K;White;Self-emp-inc;Never-married;Craft-repair;9th
Male;<=50K;White;Private;Never-married;Other-service;11th
Male;<=50K;White;Private;Never-married;Protective-serv;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Divorced;Adm-clerical;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Adm-clerical;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Male;>50K;White;State-gov;Married-spouse-absent;Prof-specialty;Doctorate
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Some-college
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;White;Private;Divorced;Craft-repair;Bachelors
Male;<=50K;White;Self-emp-not-inc;Widowed;Farming-fishing;7th-8th
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Never-married;Other-service;12th
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad
Female;<=50K;White;Private;Never-married;Exec-managerial;Masters
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;>50K;White;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th
Male;<=50K;White;Private;Divorced;Farming-fishing;HS-grad
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Female;<=50K;Black;Local-gov;Married-civ-spouse;Other-service;HS-grad
Female;<=50K;Amer-Indian-Eskimo;Private;Divorced;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college
Male;<=50K;White;Private;Married-spouse-absent;Handlers-cleaners;10th
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Divorced;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Masters
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;5th-6th
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Sales;HS-grad
Male;>50K;White;Self-emp-not-inc;Divorced;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;7th-8th
Female;>50K;White;Self-emp-not-inc;Divorced;Prof-specialty;Doctorate
Female;<=50K;Black;Private;Separated;Priv-house-serv;12th
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Female;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Doctorate
Female;<=50K;White;Private;Never-married;Priv-house-serv;11th
Female;<=50K;White;Private;Never-married;Exec-managerial;Some-college
Female;<=50K;White;Self-emp-not-inc;Never-married;Adm-clerical;Some-college
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Some-college
Male;>50K;White;Private;Never-married;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;Assoc-acdm
Male;>50K;Asian-Pac-Islander;Local-gov;Married-civ-spouse;Protective-serv;Assoc-acdm
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;7th-8th
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;White;Federal-gov;Married-civ-spouse;Tech-support;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Divorced;Prof-specialty;Bachelors
Male;<=50K;Black;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Prof-specialty;Assoc-voc
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Self-emp-not-inc;Divorced;Prof-specialty;Bachelors
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Other-service;Bachelors
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Some-college
Male;>50K;White;State-gov;Married-civ-spouse;Protective-serv;Bachelors
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;HS-grad
Female;<=50K;White;Private;Separated;Other-service;12th
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;Some-college
Male;<=50K;Black;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Divorced;Transport-moving;9th
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college
Male;<=50K;White;State-gov;Married-civ-spouse;Adm-clerical;Bachelors
Female;<=50K;White;State-gov;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;Some-college
Female;<=50K;White;Private;Never-married;Handlers-cleaners;Assoc-voc
Male;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;<=50K;White;State-gov;Married-civ-spouse;Handlers-cleaners;10th
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Separated;Craft-repair;9th
Female;<=50K;White;Private;Married-spouse-absent;Craft-repair;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-voc
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Female;<=50K;Black;Private;Separated;Other-service;HS-grad
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;<=50K;White;Private;Never-married;Sales;12th
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad
Female;<=50K;Black;Private;Divorced;Other-service;10th
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Self-emp-inc;Divorced;Exec-managerial;Some-college
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad
Female;<=50K;White;State-gov;Divorced;Prof-specialty;Masters
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad
Male;<=50K;White;Private;Separated;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Farming-fishing;1st-4th
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Transport-moving;9th
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;Amer-Indian-Eskimo;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school
Male;<=50K;White;Private;Never-married;Prof-specialty;HS-grad
Female;<=50K;White;Private;Divorced;Sales;Assoc-voc
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad
Male;<=50K;White;Private;Divorced;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Other-service;Bachelors
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Separated;Other-service;Some-college
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;Black;Private;Never-married;Farming-fishing;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc
Male;>50K;White;Federal-gov;Married-civ-spouse;Tech-support;Some-college
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Doctorate
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;7th-8th
Female;<=50K;White;Private;Widowed;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;>50K;Black;Private;Married-civ-spouse;Transport-moving;10th
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;11th
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Tech-support;HS-grad
Female;<=50K;White;Private;Married-spouse-absent;Prof-specialty;Some-college
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-voc
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-acdm
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;5th-6th
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Preschool
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Female;<=50K;White;Private;Separated;Other-service;Some-college
Male;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors
Female;<=50K;White;State-gov;Never-married;Exec-managerial;Masters
Male;>50K;White;Private;Married-spouse-absent;Exec-managerial;Masters
Male;>50K;Black;Federal-gov;Married-civ-spouse;Protective-serv;Some-college
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Private;Separated;Transport-moving;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Separated;Transport-moving;HS-grad
Female;<=50K;White;State-gov;Divorced;Tech-support;Some-college
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school
Female;<=50K;White;Private;Never-married;Prof-specialty;Masters
Male;>50K;White;Self-emp-not-inc;Divorced;Prof-specialty;Prof-school
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;9th
Female;<=50K;White;Local-gov;Separated;Prof-specialty;Bachelors
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Adm-clerical;Bachelors
Male;<=50K;White;State-gov;Never-married;Other-service;11th
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad
Female;<=50K;Black;Private;Never-married;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Farming-fishing;9th
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Adm-clerical;Some-college
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;5th-6th
Female;<=50K;White;Private;Never-married;Machine-op-inspct;1st-4th
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
